"GUID идентификатор элемента";"Название элемента";"Путь для раздела";"Адрес (youtube)";"Заголовок2-1";"Ссылка2-1";"Описание2-1";"Заголовок3-1";"Ссылка3-1";"Описание3-1";"Заголовок4-1";"Ссылка4-1";"Описание4-1";"Заголовок5-1";"Ссылка5-1";"Описание5-1";
"055CF1D3-E413-D442-CF7C-6A4851098C2D";"Как отбивать косу";"kak-otbivat-kosu";"https://www.youtube.com/watch?v=lqf1Pwfbf6M&sa=U&ved=0ahUKEwip7-jp18XXAhVJrVQKHcymANsQtwIIHzAB&usg=AOvVaw2r6ramVOiBZ4lLuABXGin1";"Как самому отбить косу. - Домоводство";"null";"Отбить косу для сенокоса наука особая. Чем острей коса, тем легче косарю в работе. Это простое правило знает каждый, но делать это умеют далеко ...";"Как правильно отбить ( отклепать ) косу. - YouTube";"null";"9 чер. 2013 - 4 хв - Автор відео Константин Шевченко +7978 791 81 41 Обращайтесь по поводу заточки в Симферополе и Крыму любых ножей, ножниц, а так же садово-огородного ...";"Как правильно клепать, отбить, отклепать косу ... - YouTube";"null";"27 груд. 2014 - 2 хв - Автор відео SAOS + обо всём на свете Видео о том, как правильно отбить ( отклепать ) косу .Когда будете сильно бить молотком по полотну то получится бахрома, как на ...";"Как отбить косу. Как правильно клепать косу. Как ... - YouTube";"null";"2 вер. 2016 - 5 хв - Автор відео Моя Любимая Усадьба Видео о том, как правильно отбить (отклепать) косу. Нам потребуется небольшой молоток и отбой из напильника шириной 4 см. Удары ...";
"6EE10284-8BA0-7257-98E0-A04C659964CA";"Как смягчить воду для полива цветов";"kak-smyagchit-vodu-dlya-poliva-cvetov";"CPSY7QnZnjo";"Как смягчить жесткую воду для полива цветов";"null";"10 способов как смягчить жесткую воду для полива цветов. Каждый имеет свои достоинства и недостатки.";"Вода для полива комнатных растений - FlorisMania";"null";"Какая вода считается лучшей для полива. Можно ли использовать жёсткую или дистиллированную воду? Различные способы смягчения воды.";"Как смягчить воду для полива » Интернет-газета Кумушка.com";"null";"7 дек 2009 ... Как смягчить жёсткую воду? Лучше всего для полива комнатных цветов использовать дождевую (снеговую, речную, озёрную) воду при ...";"Полив цветов - вода для полива комнатных цветов - как смягчить ...";"null";"Как смягчить воду для полива цветов: Одним из распространенных методов уменьшения жесткости воды является использование фильтров для ...";
"3529A529-BA41-AF1F-1945-8BA0FECC3FC7";"Как пересаживать кротон";"kak-peresazhivat-kroton";"https://www.youtube.com/watch?v=kiQxdEbSNtM&sa=U&ved=0ahUKEwjZqPj_18XXAhUlI8AKHf3mAa0QtwIIFjAA&usg=AOvVaw2rd5TlrRvq8qPFpnwSpMM0";"Пересадка Кротона. Transplanting Croton - YouTube";"null";"4 вер. 2016 - 6 хв - Автор відео Юрий и Лариса Ивановы LIVE Этот ролик обработан в Видеоредакторе YouTube (http://www.youtube.com/ editor)";"Пересадка "Кротона". - YouTube";"null";"24 лис. 2016 - 7 хв - Автор відео ОАО Еманжелинск-Информ Кротон (Кодиеум). Пересадка.Особенности ухода. Croton (codiaeum). Transplant. - Duration: 6:56. ЮляSha 9,777 views ...";"Цветок кротон – уход в домашних условиях: пересадка и ...";"null";"3 мар 2015 ... Цветок кротон – особенности выращивания. Уход за кротоном в домашних условиях. Пересадка кротона. Кротон зимой. Размножение ...";"Кротон - уход в домашних условиях, пересадка, размножение ...";"null";"10 июл 2014 ... Ухаживать за кротоном в домашних условиях не трудно лишь в том случае если вы знаете как это правильно делать. Делимся ...";
"A5FBB8CC-55BA-BA5E-9499-9FCE68E1FD60";"Как посадить лук дома";"kak-posadit-luk-doma";"https://www.youtube.com/watch?v=Z-46r5oIcXc&sa=U&ved=0ahUKEwiu_Yyr2MXXAhVrL8AKHZ-kBqIQtwIIFjAA&usg=AOvVaw3sSTjUf1I9sRlxOzysC2mQ";"Как вырастить вкусный лук на подоконнике: секреты и тонкости";"null";"11 фев 2014 ... И, чего скрывать, — у меня у самого дома много книг по огородничеству. Как вырастить вкусный лук на подоконнике. Все это так, но ведь ...";"Как вырастить лук дома на подоконнике, без земли. ( Survival # 3 ...";"null";"28 лют. 2015 - 3 хв - Автор відео Serega Otvertka В этом видео я расскажу вам простой способ выращивания зеленого лука на подоконнике в любое время года, без земли. +Интересный ...";"Как вырастить лук дома – 2 пошаговые инструкции с фото";"null";"Выращиваем лук на перо в домашних условиях на подоконнике в воде или в грунте с помощью 2 пошаговых инструкций с фото, советами и ...";"Как вырастить лук на подоконнике? | Блог Ирины Зайцевой";"null";"20 мар 2014 ... Что же касается проращивания лука дома – делать это так же просто (а может, даже, еще и проще), как проращивать кресс-салат, ...";
"17C9F9A7-9260-2CCD-CD42-A5C1A504F089";"Как избавиться от тли в цветах";"kak-izbavitsya-ot-tli-v-cvetah";"fpAfeBE-suQ";"Тля на комнатных растениях. Как избавиться от тли на ...";"null";"19 июн 2010 ... Тля на комнатных растениях. Как избавиться от тли на комнатных растениях .Растения после нападения тли теряют декоративность, ...";"Как избавиться от тли на комнатных цветах: самые ... - VredStop.ru";"null";"Одно из таких неприятных насекомых – тля. Как избавиться от тли, если она завелась на комнатных цветах? Желательно сделать это быстро и ...";"ТЛЯ на комнатных растениях: как бороться? ОБЗОР + ФОТО!";"null";"Народные средства от тли занимают ... средства от тли на комнатных цветах, ...";"Народные методы борьбы с тлей, профилактика появления тли ...";"null";"30 май 2012 ... Как избавиться от тли и не допустить её появления. Признаки ... На каких комнатных цветах тля появляется чаще всего? Любимчики ...";
"32D34DC1-3010-84BA-7910-2EFAE8862E9F";"Как найти ель";"kak-nayti-el";"BWLrdxECslw";"Ответы@Mail.Ru: Как найти дельту Эль в Физике?";"null";"Пользователь Илья Болдырев задал вопрос в категории Школы и получил на него 1 ответ.";"Ответы@Mail.Ru: где найти елку на симс 3 новогодние ...";"null";"Нужно зарегистрироваться на сайте [ссылка заблокирована по решению администрации проекта] и в разделе The store (магазин) в ...";"Где найти ёлку в Sims 3 - YouTube";"null";"23 бер. 2015 - 6 хв - Автор відео Aria_Gray http://www.thesims3.com/-сайт для скачивания материала.";"Sims 3 помощь / Где в Симс 3 новогодняя елка? / Stacy - YouTube";"null";"2 лют. 2014 - 51 сек - Автор відео Stacy Games В этом видео я расскажу где в Симс 3 находится новогодняя елка! http://www. youtube.com/user/StacysGame ...";
"5648C01C-E7EE-258F-9DB3-7F268D5D0921";"Как проращивать орехи из семян";"kak-prorashchivat-orehi-iz-semyan";"99uGpUaA688";"Как прорастить грецкий орех: особенности проращивания";"null";"Зачастую размножают дерево с помощью семян. Но как прорастить грецкий орех правильно? Содержание: Выбор семенного материала; Как посадить ...";"Грецкий орех - Как проращивать грецкий орех из семян";"null";"Как проращивать грецкий орех из семян, Версия для печати, Отправить на e- mail ... Чтобы вырастить грецкий орех, отбирают семена высокого качества ...";"Выращивание грецкого ореха из семян - YouTube";"null";"8 січ. 2016 - 7 хв - Автор відео Мой Огород Как стратифицировать грецкий орех зимой для выращивания ... Не подсажете как их прорастить? нужна ли им стратификация?";"Осенняя посадка ореха из семян. - YouTube";"null";"20 лис. 2015 - 5 хв - Автор відео Владимир Демянчук При посадке ореха из семян он полностью сохраняет материнские черты. посадка в грунт осенью - большая вероятность вымерзания, ...";
"30C81259-81BA-1407-2156-C97730AC092C";"Как вырастить шампиньоны на даче";"kak-vyrastit-shampinony-na-dache";"ob3BpczACHk";"Посадка шампиньонов на даче, простой способ - YouTube";"null";"15 жов. 2016 - 9 хв - Автор відео funnymushroomschool Посадка шампиньонов на даче, простой способ .... Как вырастить много белых грибов на своем участке (октябрь) - Duration: 7:06.";"Как вырастить шампиньоны В ОГОРОДЕ Вырастили ... - YouTube";"null";"20 трав. 2015 - 6 хв - Автор відео Irina Zhukova ☆Как вырастить шампиньоны В ОГОРОДЕ ☆ Вырастили ШАМПИНЬОНЫ в саду! ... И хочу с вами поделиться: у них в конце ...";"Как вырастить шампиньоны на даче: в теплице, в саду, в огороде";"null";"На даче можно вырастить большое количество плодов, растений и даже грибов. Абсолютно не многие знают, что можно выращивать шампиньоны в ...";"Как вырастить шампиньоны на грядке? | Огородник (Усадьба)";"null";"Шампиньоны – весьма неприхотливые грибы, которые можно выращивать на собственном приусадебном участке. Как же это правильно сделать?";
"B8A21C61-7DEF-8EF0-1565-82B88C9C2DE9";"Как прищипывать огурцы";"kak-prishchipyvat-ogurcy";"j0djNaSY2Xk";"Как прищипывать огурцы - Мама на все руки";"null";"21 фев 2015 ... Прищипывание является важнейшим моментом в формировании огурца, так как от этого зависит последующая жизнь растения, ...";"Как прищипывать огурцы - YouTube";"null";"4 лип. 2016 - 2 хв - Автор відео Борис Гордеев Как прищипывать огурцы. Огурец хорошо растёт в лунке с перегноем. Перегной изолирует корни огурца от достаточно холодной земли ...";"Семья Бровченко. Как и когда прищипывать огурцы. Зачем ...";"null";"23 чер. 2014 - 3 хв - Автор відео Семья Бровченко Формирование огурцов с помощью прищипывания. Чем прищипывать огурцы . После какого листочка прищипывать. Что дает прищипка ...";"Как прищипывать огурцы - YouTube";"null";"2 бер. 2017 - 18 сек - Автор відео Парник ПодснежникTM Многие огородники задаются вопросом как правильно прищипывать огурцы. Это видео поможет в этом разобраться! Полный текст ...";
"1D5998AE-6A28-4F08-F080-66CD8EB17A12";"Как сделать сеялку";"kak-sdelat-seyalku";"6J9Akc0eYw4";"Самодельная сеялка – своими руками. - Домоводство";"null";"Сделана такая сеялка из обычной обычной пластиковой банки (из под ... сделать простую конструкцию, так сказать - сеялка из подручного материала .";"Ручная сеялка с втулкой-дозатором своими руками. - YouTube";"null";"27 квіт. 2013 - 5 хв - Автор відео MegaDetection Ручная сеялка своими руками с семенной втулкой дозатором. В отличии от предыдущего варианта самодельной сеялки, здесь ...";"Самодельная сеялка своими руками точного высева!!!! - YouTube";"null";"11 бер. 2013 - 7 хв - Автор відео вася васькин Самодельная сеялка своими руками точного высева!!!!";"Ручная сеялка своими руками. GuberniaTV - YouTube";"null";"7 квіт. 2014 - 9 хв - Автор відео GuberniaTV Современные технологии находят свое место везде, и на даче в том числе. Удобные инструменты, высокотехнологичное ...";
"DCFDCA5B-8031-E96A-D897-2A8D2425E341";"Как вырастить лес";"kak-vyrastit-les";"https://www.youtube.com/watch?v=rikoJXiWepw&sa=U&ved=0ahUKEwib3O6P2cXXAhUrIsAKHdsaD8QQtwIIFjAA&usg=AOvVaw2r81uj-GC-hYYyjVJQuODg";"Как вырастить лес | Гринпис России - Greenpeace USA";"null";"";"Как вырастить лес | Гринпис России - Greenpeace USA";"null";"А может быть даже вырастить небольшой лес? Но вы никогда этого не делали и не знаете, с чего начать? Мы с радостью поделимся опытом с вами !";"Ярошенко А.Ю.. Как вырастить лес? - Журнал "Самиздат"";"null";"20 фев 2010 ... Методическое пособие "Как вырастить лес" посвящено вопросам разведения лесов и выращивания посадочного материала некоторых ...";"Как вырастить лес. Подготовка, посадка саженцев | "Звенящие ...";"null";"Как вырастить лес. Подготовка, посадка саженцев.";
"71381BA7-BE2D-74E5-D26F-8CD7F11626E3";"Как выращивать шиитаке";"kak-vyrashchivat-shiitake";"l8-kBqoGlKQ";"ГРИБ ШИИТАКЕ. ВЫРАЩИВАНИЕ И УПОТРЕБЛЕНИЕ | Наука и ...";"null";"Несколько лет назад на прилавках магазинов деликатесов начали появляться грибы с непривычным названием - шиитаке. Грибы эти широко ...";"Выращивание шиитаке на даче.How to Grow Shiitake Mushrooms ...";"null";"28 трав. 2012 - 3 хв - Автор відео MrMihailList Приготовить субстрат, прорастить мицелием и вырастить экзотические грибы на даче вполне возможно если делать все правильно.";"шиитаке - как выращивать грибы, субстрат и посев - YouTube";"null";"23 жов. 2014 - 12 хв - Автор відео funnymushroomschool Один из способов изготовления грибных блоков шиитаке можно увидеть в этом видео. Пример изготовления блоков шиитаке по ...";"Выращивание гриба шиитаке в домашних условиях - Я-грибник";"null";"Как выращивать полезные грибы шиитаке в домашних условиях. Советы новичкам.";
"7B2B26BB-F092-B34C-D5DC-02B5DF99DF52";"Как сделать правильно дренаж";"kak-sdelat-pravilno-drenazh";"https://www.youtube.com/watch?v=DloSGrkFtYA&sa=U&ved=0ahUKEwiPyqOy2cXXAhVMD8AKHWwsARUQtwIIFjAA&usg=AOvVaw2LEn8cwI8qva3RthWv4GlT";"КАК СДЕЛАТЬ ДРЕНАЖ ВОКРУГ ДОМА - YouTube";"null";"24 трав. 2016 - 4 хв - Автор відео СТРОИМ ДОМ Как сделать дренаж вокруг дома для отвода грунтовых вод. Виды дренажа. Монтаж дренажной системы. Дренажный колодец и дренажные трубы ...";"Как сделать дренаж почвы на даче в саду - YouTube";"null";"16 жов. 2014 - 20 хв - Автор відео Полезное Видео Дренаж дачного участка лучше доверить специалистам. Однако, если ... Как сделать дренаж почвы на даче в саду. Полезное ... ✅Как правильно ...";"Делаем дренаж участка и дренаж фундамента, советы - YouTube";"null";"6 січ. 2016 - 5 хв - Автор відео Сделай сам! Данное видео содержит рекомендации о том, как правильно сделать дренаж на своем земельном участке. Не забывайте о правильном ...";"Как правильно делать дренаж - YouTube";"null";"6 лип. 2016 - 4 хв - Автор відео Алексей Капичев Дренаж фундамента. Отвод воды от фундамента. Назначение. Устройство. Монтаж. Цена. "СВ-Фундамент" - Duration: 11:29. Строй и ...";
"DB8C9446-DF94-E860-E237-2821DA0F729A";"Как вырастить грушу";"kak-vyrastit-grushu";"v-SSa6iUI3s";"ВЫРАЩИВАНИЕ ГРУШИ . Как вырастить грушу? - Наш Сад";"null";"Груша - растение светолюбивое . При затенении продуктивность дерева груши сильно снижается , ухудшается также окраска и качество плодов .";"Как выращивать грушу в Средней полосе. Советы агронома ...";"null";"17 вер. 2013 - 6 хв - Автор відео Садовый Мир Как выращивать грушу в Средней полосе. Чем подкармливать грушу. Какие сорта груши подходят для нашего климата. Советует ...";"Вырастить грушу | ЧАСТНЫЙ ДОМ. САД И ОГОРОД";"null";"Мой рассказ сегодня о том, как вырастить грушу на садовом участке, должном уходе вырастить грушу все же можно и в наших северных зонах.";"Посадка и уход за грушей. Сорта и болезни груши";"null";"Многим из нас с детства знакома загадка: «Висит груша — нельзя скушать». ... Поговорим в этой статье о том, как посадить и вырастить грушу и как ...";
"E876C3EA-B897-3CD2-4BB8-F9DA37C1C3A1";"Как вырастить пихту";"kak-vyrastit-pihtu";"fZGU4wMonS0";"Как вырастить пихту из семян в домашних условиях | СветВМир ...";"null";"";"Пихта: виды, сорта, выращивание. Фото - Ботаничка.ru";"null";"14 ноя 2010 ... Как выращивать пихту? Посадка пихты. Сажать и пересаживать пихты можно весной, в апреле, и осенью, с конца августа и весь ...";"Как вырастить пихту в саду - Сад 6 соток";"null";"В прошлой статье мы рассказали о самых интересных видах пихты, встречающихся в природе. На этот раз расскажем о секретах выращивания пихты ...";"Как вырастить пихту из семян | Просто Двор";"null";"21 янв 2013 ... Как вырастить пихту из семян Из семян чаще выращивают видовые пихты, а декоративные формы, созданные селекционерами, ...";
"28FEEA5B-C0A2-01A1-5B80-EC969F293C47";"Как вырастить чернику";"kak-vyrastit-cherniku";"https://www.youtube.com/watch?v=CUdKnZ9HUAI&sa=U&ved=0ahUKEwiv2sLU2cXXAhUrLcAKHfyJDTkQtwIIFjAA&usg=AOvVaw26IjDlIK4U3gMFpSEDh2rR";"Черника: посадка, размножение, уход, сбор урожая";"null";"20 дек 2013 ... Многим хочется вырастить чернику у себя на участке, поэтому и покупают садоводы саженцы на рынке или в питомниках. Но саженцы ...";"Как вырастить чернику - YouTube";"null";"18 лют. 2016 - 2 хв - Автор відео СоветочкиН как вырастить чернику в домашних условиях.как вырастить чернику из семян.";"Как вырастить чернику из семян в домашних условиях";"null";"Черника очень полезная ягода, в которой содержится большое количество витаминов и минералов. Растет кустарник в основном в хвойных лесах и ...";"Как вырастить чернику - wikiHow";"null";"Как вырастить чернику. Пока ученые не придумали способ выращивания черники (в начале 20 века), единственным способом насладиться этими вкус.";
"9242BA2F-BD47-3132-0AE4-190C0906452D";"Как вырастить хороший урожай картофеля";"kak-vyrastit-horoshiy-urozhay-kartofelya";"PTbkmmMOMUU";"Как вырастить большой урожай картофеля? | Ответы на Ваши ...";"null";"Картофель является важной продовольственной культурой, его возделывают практически на всех материках. В России это растение выращивают ...";"Как сажать картофель, чтобы получить большой урожай - YouTube";"null";"12 чер. 2015 - 15 хв - Автор відео Полезное Видео Картофель — самый, казалось бы, простой для выращивания, традиционный, неприхотливый корнеплод. Он не относится к капризным ...";"Высокий урожай картофеля, способ выращивания. - YouTube";"null";"30 квіт. 2015 - 11 хв - Автор відео МиниТрактор Как увеличить урожай картошки из 1 кг до 10!? – Все буде добре. Выпуск 796 от 21.04.16 - Duration: 25:11. Все буде добре 616,801 views.";"Картофель: секреты хорошего урожая. Советы огородников, видео";"null";"30 июл 2014 ... Пока на наших дачных участках есть картофель, голод нам не грозит. Вареный, жареный, тушёный — он любим всеми и подходит.";
"165DCA33-D9B4-0A59-560D-88C02E12E767";"Как выращивать белые грибы";"kak-vyrashchivat-belye-griby";"95d8c0gcYis";"Как вырастить много белых грибов на своем участке - YouTube";"null";"30 лип. 2017 - 7 хв - Автор відео 6 Соток и Сергей В ролике показан реально рабочий способ выращивания грибов в своем огороде.Результат на Октябрь месяц https://goo.gl/CYK8U6 ...";"ВЫРАЩИВАНИЕ БЕЛЫХ ГРИБОВ БОРОВИКОВ В ДОМАШНИХ ...";"null";"11 сер. 2017 - 7 хв - Автор відео Бизнес идеи Биткоин с нуля 2018 https://goo.gl/nMwpH2 Робот-для автоматического сбора Bitcoin и Dogecoin с сайтов Freebitco Freedoge ...";"Выращивание белых грибов на даче. ч.1 - YouTube";"null";"3 жов. 2016 - 11 хв - Автор відео Ольга К. Фильм о способе выращивания белых грибов из мицелия на зерновом субстрате. Эксперимент на даче.";"Хотите выращивать белые грибы,как на огороде ... - YouTube";"null";"25 сер. 2016 - 8 хв - Автор відео Владимир Грибанов Делюсь опытом ,выращивания грибов.Ничего сложного.Нужно только шляпки переросших грибов,немного времени ...";
"604F63F3-964B-3147-5835-217CCEF19F46";"Как вырастить клубнику зимой";"kak-vyrastit-klubniku-zimoy";"https://www.youtube.com/watch?v=w85tpzxhoAo&sa=U&ved=0ahUKEwjmg_mH2sXXAhXJi1QKHbMNBEUQtwIIFjAA&usg=AOvVaw3wPW1fr38_1P8To-g49MZ9";"Технология выращивания клубники круглый год - это реально?";"null";"Многие слышали о том, что клубнику можно выращивать дома и зимой. Даже в условиях городской квартиры вы сможете побаловать своих близких ...";"Выращивание клубники Зимой. Клубничный бизнес - YouTube";"null";"12 січ. 2013 - 2 хв - Автор відео Tanki Online ☆ SuperDog выращивание клубники для Чайников #5 Видео зарисовки зимнего огорода. ... Выращивание клубники Зимой. Клубничный бизнес ... Способ круглый год ...";"Выращивание клубники зимой: основные моменты и подбор сорта";"null";"Если относиться к процессу выращивания клубники серьезно, ... Но зимой холодный воздух может негативно ...";"Выращивать клубнику в квартире оказалось очень просто";"null";"Благодаря разработкам советских ученых, выращивать клубнику в ... Сорта для выращивания клубники в условиях квартиры подбираются очень тщательно. .... А так идея интересная, свежая клубника зимой, выращенная в  ...";
"3FEF0AE8-84BC-6473-6A47-2BEEEBCCDBCE";"Как выращивать хмель";"kak-vyrashchivat-hmel";"https://www.youtube.com/watch?v=WkF3ad4ZGOA&sa=U&ved=0ahUKEwirxYKl2sXXAhXlLMAKHakxCTIQtwIIFjAA&usg=AOvVaw2_c37Siw70mFqFoy7fB7q_";"Как вырастить хмель для пивоварения - wikiHow";"null";"Как вырастить хмель для пивоварения. Являетесь ли вы домашним пивоваром, который надеется улучшить свое пиво, выращивая собственный хмель?";"Как вырастить хмель - YouTube";"null";"26 лют. 2016 - 2 хв - Автор відео СоветочкиН как вырастить хмель из семян.как вырастить хмель на даче.как вырастить хмель в домашних условиях.";"Выращивание хмеля: посадка, уход, размножение - Indasad.ru";"null";"Выращивание хмеля: посадка, уход, размножение. Выращивание хмеля Хмель представляет собой травянистый многолетник семейства коноплевых с ...";"Как вырастить хмель самостоятельно на балконе или грядке";"null";"28 дек 2014 ... Содержание: Описание и полезные свойства хмеля Уход за хмелем Размножение хмеля Описание и полезные свойства хмеля Хмель ...";
"2914ECDA-5996-440F-D1A9-92084F1EBA19";"Как вырастить семена лука";"kak-vyrastit-semena-luka";"vaMPOHmymrs";"Как вырастить семена лука - YouTube";"null";"30 трав. 2016 - 2 хв - Автор відео evgen sta Агротехника природного земледелия, без удобрений и химии,";"5 Как получить свои СЕМЕНА ЛУКА - YouTube";"null";"3 лис. 2016 - 5 хв - Автор відео evgen sta Агротехника природного земледелия, без удобрений и химии,";"ЛУК свои СЕМЕНА - YouTube";"null";"4 квіт. 2015 - 3 хв - Автор відео evgen sta ЛУК свои СЕМЕНА ... Как вырастить лук из семян (чернушки)/Zwiebeln anbauen: Samen, Aussaat, Pflege/Cebollas de semilla ...";"Как получить чернушку, севок, а потом и репку » "Газета садовод ...";"null";"15 фев 2013 ... Для получения семян лука (чернушки) отбирают крупные ... Семена на растениях и в самих зонтиках созревают неодновременно.";
"E4273344-7EA3-AB3C-9CFE-D4FF58D080DF";"Как выращивать ромашки";"kak-vyrashchivat-romashki";"https://www.youtube.com/watch?v=oAkA0q3h1Uo&sa=U&ved=0ahUKEwisoMzE2sXXAhUEL8AKHcuqBtMQtwIIFjAA&usg=AOvVaw2aWtYJituy0KlxXGOGQ_9s";"Как вырастить ромашки | ЧАСТНЫЙ ДОМ. САД И ОГОРОД";"null";"эту статью о том, как вырастить ромашки в саду, я пишу для вас с особым удовольствием, Чтобы вырастить ромашки на срезку и добиться получения ...";"Как выращивать ромашку - wikiHow";"null";"Как выращивать ромашку. Ромашка — многолетнее травянистое растение с красивыми цветами, которые часто используют для приготовления травя.";"Ромашка садовая, выращивание, уход, размножение";"null";"Ромашка садовая, выращивание многолетней ромашки распространено в каждом саду и отличается исключительной декоративностью, надежностью  ...";"Цветы ромашки – посадка и уход: выращивание ромашек в ...";"null";"27 сен 2016 ... Цветы ромашки – описание. Выращивание ромашки из семян – посев семян и уход за рассадой ромашки. Посадка ромашки в ...";
"DE6F9FE1-0F41-1A90-098D-6D6188D9E43D";"Как вырастить зерно";"kak-vyrastit-zerno";"ttL1PwfVSVA";"Как прорастить пшеницу в домашних условиях - wikiHow";"null";"";"Как прорастить пшеницу в домашних условиях - wikiHow";"null";"Если вы хотите сделать ростки пшеницы частью своего рациона, попытайтесь их вырастить в домашних условиях, а не покупать в виде сока. В этой ...";"Как вырастить пшеницу - YouTube";"null";"23 лют. 2016 - 1 хв - Автор відео СоветочкиН как вырастить пшеницу в домашних условиях.как вырастить пшеницу дома.";"Как вырастить пшеницу, но не пахать при этом в поле? - YouTube";"null";"18 трав. 2016 - 3 хв - Автор відео СВОЁ ТВ СТАВРОПОЛЬСКИЙ КРАЙ На эту, казалось бы, загадку с подвохом, учёные-аграрии Ставрополья смогли найти ответ. В крае продолжают осваивать передовой ...";
"F3377E96-DA17-F32C-9B19-CCADB68AC3CC";"Как выращивать огурцы в открытом грунте";"kak-vyrashchivat-ogurcy-v-otkrytom-grunte";"https://www.youtube.com/watch?v=UfpdH53DG5Q&sa=U&ved=0ahUKEwiSyMj82sXXAhXLFsAKHZR5D8YQtwIIFjAA&usg=AOvVaw1jz3fpRZgtWzFgQFOjBPg9";"Огурцы в открытом грунте - YouTube";"null";"18 квіт. 2016 - 1 хв - Автор відео Людмила Филаткина Съемки 2004 г. Александр Николаевич Попов из Ленинска-Кузнецкого Кемеровской области рассказывает о том, как он выращивает ...";"Огурцы в открытом грунте. Секреты выращивания. Уход ...";"null";"11 июн 2015 ... Огурцы в открытом грунте. ... Планируя выращивать данную культуру, необходимо позаботиться о ... Посадка огурцов в открытый грунт.";"«Огуречный» секрет. Как выращивать овощи в открытом грунте ...";"null";"13 май 2014 ... Многие огородники считают, что выращивать огурцы можно только в ... Для выращивания в открытом грунте нужны сорта и гибриды, ...";"Огурцы в открытом грунте — выращивание и уход - Сад 6 соток";"null";"Огурцы в открытом грунте Огурцы «дружат» с горохом, капустой, но не любят картофель. Лучше растут на открытом солнечном участке, защищенном ...";
"4425E035-C490-EE11-8D07-CE48EEE8B633";"Как выращивать герберы";"kak-vyrashchivat-gerbery";"dhhNowJc5QQ";"Как вырастить герберу - YouTube";"null";"28 лют. 2016 - 2 хв - Автор відео СоветочкиН как вырастить герберу из семян.как выращивать домашние герберы.как вырастить герберу в домашних условиях.";"Выращивание гербер в домашних условиях (65 фото): из семян ...";"null";"18 фев 2013 ... Как выращивать домашние герберы: сорта, посадка, уход ... Растение можно выращивать и в домашних условиях, и в саду.";"Выращивание садовых гербер. Популярные сорта герберы и ...";"null";"16 июн 2013 ... Гербера Вырастить герберу в саду не так-то просто. Трудности возникнут еще на стадии поисков семян. Видимо, причина в том, что ...";"Гербера: выращивание и уход дома - Terra-Women.com";"null";"Герберу выращивают во всём мире в оранжереях и садах, а также дома в горшочках, как комнатное растение. Как ухаживать за этим красивым цветком ...";
"9EAB3268-4514-8216-0482-A6E11AA40D9C";"Как вырастить яблоко";"kak-vyrastit-yabloko";"jLFNLaFp2r4";"Как вырастить яблоню из семечка (косточки) и ухаживать за ней";"null";"Приходило вам когда-нибудь в голову вырастить яблоню из семечка? А ведь это вполне можно сделать! Конечно, высока вероятность, что из косточки ...";"Как вырастить яблоню из семечка. Подготовка, посадка и уход с ...";"null";"Выращивание яблони, как вырастить яблоню из ветки или косточки, советы, рекомендации, фото. Как вырастить яблоню из семечки: использование ...";"Яблоня из косточки - Как вырастить яблоню из косточки - YouTube";"null";"14 лип. 2016 - 3 хв - Автор відео Сеньор Помидор Я больше года занимаюсь выращиваем яблони из косточки. ... В этом видео я показываю, как начать выращивать яблоню из косточек, ...";"Как посадить яблоню из семечка - YouTube";"null";"12 лют. 2015 - 5 хв - Автор відео bitard671 Как посадить яблоню из семечка. bitard671. Loading. ... Кто не знает в чём их выращивать смотрите видео "мои коробочки".﻿. Read ...";
"41FF1F10-E19B-387F-3BD0-1212F5FD330A";"Как вывести улиток";"kak-vyvesti-ulitok";"https://www.youtube.com/watch?v=8Wge7FIBRtg&sa=U&ved=0ahUKEwjBoJ_Y28XXAhWSJuwKHYtRAwgQtwIIFjAA&usg=AOvVaw2d2zpcQ_3R32Uy8s60zmdS";"Как избавиться от улиток и слизней - Сад и огород";"null";"";"Как избавиться от улиток и слизней - Сад и огород";"null";"21 дек 2013 ... Улитки и слизни: образ жизни и как от них избавиться.";"Как избавиться от улиток и слизней в огороде - DELFI";"null";"14 июн 2017 ... Улитки и слизни — наши малозаметные соседи по огороду. Днем и в сухую погоду, когда выполняются все работы на участке, эти ...";"Как избавиться от улиток? Быстрое решение проблемы";"null";"Как избавиться от улиток в аквариуме знают многие, а вот как решить проблему с надоедливыми моллюсками в саду и на огороде – известно не всем.";
"947AF867-1430-3124-11C6-E26B2911A596";"Как выбрать шланг";"kak-vybrat-shlang";"3VdRUcLe1YA";"Выбираем шланг для полива: 7 полезных советов, которые ...";"null";"В продаже сейчас можно найти шланги длиной от 7,5 до 100 метров с размерным шагом в 10 метров. Выбрать необходимую длину довольно просто ...";"Как выбрать шланг для полива? Советы садоводу от HitsadTV ...";"null";"16 трав. 2017 - 9 хв - Автор відео HitSadTV Перед каждым дачником нередко встает вопрос, какой шланг для полива выбрать. Выбирая поливочный шланг для сада-огорода в ...";"Шланг для полива - YouTube";"null";"1 лют. 2014 - 2 хв - Автор відео Экспертиза товаров Эксперты не советуют покупать шланг в упаковке. Если шланг твeрдый, а его концы запаяны, вполне возможно от вас пытаются что-то скрыть. Чаще всего ...";"Личный опыт: какие шланги выбрать для полива | Огород | Дача ...";"null";"25 май 2014 ... Личный опыт: какие шланги выбрать для полива. Статья из газеты: АиФ на Даче №10 21/05/2014. Общий водопровод подает воду ...";
