GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
"E5311598-0CD0-EE35-2437-F6400D2A1575";"Как лечить геморрой народными методами";;"DC1X1kULa9w";"Лечение геморроя народными средствами, лечим геморрой в ...";"http://www.blackpantera.ru/useful/health/narmed/6498/";"Народные рецепты лечения геморроя. Список самых эффективных народных средств, которые помогут вылечить геморрой в домашних условиях.";"Лечение геморроя народными средствами в домашних условиях";"https://allgemor.ru/lechenie/narodnoe/gemorroj-narodnoe-lechenie.html";"Лечение геморроя народными средствами самые эффективные это.. Как выполняется народное лечение геморроя у беременных, рецепты, ...";"Лечение геморроя народными средствами - Mamapedia";"https://mamapedia.com.ua/health/health-mama/kak-vylechit-gemorroi-narodnymi-sredstvami.html";"Что такое геморрой? Почему появляется геморрой? Способы борьбы с геморроем народными методами. Лучшие народные средства при лечении ..."
"11840AE6-55BD-9ABD-7659-9A8116F171A6";"Какая трава помогает от геморроя";;"enm0PIUWDlw";"Травы от геморроя: способы лечения, 10 эффективных растений ...";"https://gemorroy.info/sredstva/narodnye/travy";"Травы от геморроя Горец почечуйный при геморрое великолепно помогает останавливать кровотечение, предупреждать его дальнейшее развитие.";"Травы от геморроя. ТОП 10 лучших и эффективных | Блог Алёны ...";"http://narodnayamedicina.com/ehffektivno-li-lechenie-gemorroya-travami/";"10 окт 2017 ... Травы при геморрое - как их использовать. ... концентрацию эфирных масле и органических кислот, которые помогают справиться с ...";"Травы для лечения геморроя: рябина, горец, листья и пр.";"http://gemor.su/lechenie-gemorroya/konservativnoe/lechenie-gemorroya-travami";"... геморроя с успехом используются различные лекарственные травы в виде отваров, ... Сок чистотела помогает снять спазм, приводящий к застойным ..."
"2D9ED880-DF13-835B-E263-03339B87ED5D";"Как приготовить отвар толокнянки";;"GTS5XzCgsTw";"Травник АиФ: как приготовить настой, чай, отвар из толокнянки ...";"http://www.aif.ua/health/life/travnik_aif_kak_prigotovit_nastoy_chay_otvar_iz_toloknyanki";"19 янв 2016 ... Медвежьи ушки применяют не только для лечения мочевыводящих путей, но и в косметологии и в кулинарии.";"Отвар толокнянки. Рецепт отвара из толокнянки в лечении почек";"https://liktravy.ua/ru/useful/recipes/muchnitsya-v-likuvanni-nirok-ta-sechovogo-mikhura";"... отвар из толокнянки. Настой из толокнянки єффективно помогате в лечении почек. ... Лекарственные травы, нужные для приготовления. Толокнянки ...";"Отвар толокнянки: применение, рецепты, отзывы";"http://prootvary.ru/toloknyanki/";"Как приготовить отвар толокнянки? Приготовление препаратов из толокнянки не сложнее, чем приготовление обычного чая или домашних напитков."
"5EF2593B-E68D-53CD-D76F-F201E6F4B42E";"Ароматерапия - лечение и профилактика заболеваний";;"EWtsb8tt0QM";"Ароматерапия как метод лечения и профилактики заболеваний ...";"https://world-psychology.ru/aromaterapiya/";"8 авг 2013 ... Ароматерапия как эффективный метод лечения и профилактики ... человека высокий риск возникновения различных заболеваний.";"Использование ароматерапии для лечения и профилактики ...";"https://cyberleninka.ru/article/n/ispolzovanie-aromaterapii-dlya-lecheniya-i-profilaktiki-ostryh-respiratornyh-zabolevaniy-u-detey";"Использование ароматерапии для лечения и профилактики острых респираторных заболеваний у детей Текст научной статьи по специальности ...";"Эфирные масла: методы профилактики и лечения заболеваний";"https://econet.ru/articles/73293-efirnye-masla-metody-profilaktiki-i-lecheniya-zabolevaniy";"Эфирные масла: методы профилактики и лечения заболеваний ... Ароматерапия иногда может быть выходом из трудного положения и тогда, когда ..."
"BC08A48C-EB53-1B48-C42C-87B1B5ECB05D";"Полезные свойства расторопши пятнистой";;"EmpTlHgDS_g";"Расторопша пятнистая лечебные свойства и противопоказания";"https://fitohome.ru/lekarstvennye-rasteniya/rastoropsha-pyatnistaya-lechebnye-svojstva-instrukciya-po-primeneniyu-rastoropshi.html";"Одной из полезнейших разновидностей семейства чертополоховых является расторопша пятнистая. Это одно из самых древних растений в ...";"Расторопша пятнистая. Лечебные свойства и применение ...";"https://domadoktor.ru/193-rastoropsha-pyatnistaya.html";"Расторопша пятнистая эффективно очищает, восстанавливает и лечит печень, а так же помогает избавиться от многих недугов.Расторопша пятнистая ...";"Расторопша пятнистая — лечебные свойства, применение и ...";"http://nmedic.info/story/rastoropsha-pyatnistaya";"Расторопша пятнистая применяется травниками для лечения многих заболеваний. Растение эффективно выводит токсины, восстанавливает печень, ..."
"84F69863-9A0D-29EE-F2F6-5C4183BACE5E";"Использование цветов каштана в народной медицине";;"qi9wJceaVOY";"Настойка из цветков каштана, применение - Woman's Day";"http://www.wday.ru/krasota-zdorovie/sok/nastoyka-iz-tsvetkov-kashtana-polza-i-primenenie/";"В народной медицине настойка из цветков каштана применяется для лечения заболеваний желчного пузыря и воспалительных заболеваний.";"Использование цветов каштана в народной медицине как ...";"http://kakprostohealth.ru/kak-902262-ispolzovanie-cvetov-kashtana-v-narodnoy-medicine-";"В народной медицине каштан давно используется в качестве антисептического, противовоспалительного, кровоостанавливающего, жаропонижающего ...";"Каштан конский – полезные свойства и применение конского ...";"https://www.ayzdorov.ru/tvtravnik_kashtan_konskii.php";"Народная медицина накопила богатый опыт в применении конского каштана , ... Из цветков конского каштана получается замечательная настойка, ..."
"32BB104E-0D6F-4D6E-89FD-D8CFD7E9CB86";"Очищаем организм кашами";;"zJ6KxvaPm4k";"Очищение кашами организма, рецепты, отзывы и результат ...";"https://evehealth.ru/ochishhenie-organizma-kashami-i-vkusno-i-polezno/";"Очищение организма кашами — узнайте как с помощью каш можно очистить кишечник от шлаков и токсинов. Рецепты приготовления и способы ...";"Какие крупы помогут очистить организм от шлаков и похудеть с ...";"https://www.segodnya.ua/lifestyle/food_wellness/kakie-krupy-pomogut-ochistit-organizm-ot-shlakov-i-pohudet-s-polzoy-dlya-zdorovya-1054891.html";"12 сен 2017 ... Специально для вас мы собрали информацию и о других, не менее полезных кашах. Чтобы сбросить вес, выбирайте любую крупу для ...";"Очищение организма кашами — меню на 30 дней - Your-Diet.ru";"http://your-diet.ru/%3Fp%3D2155";"Очищение организма кашами практикуется в различных системах оздоровления. Однако на общую схему очень сильно повлияла макробиотика ..."
"28BBBA44-5C60-4CA2-B507-208C6501321F";"Как приготовить витаминный чай "33 травы"";;"sSlvR0xsDt0";"Травяной противоопухолевый сбор 33 травы: продажа, цена в ...";"https://travnik.com.ua/p3244927-travyanoj-protivoopuholevyj-sbor.html";"Вивасан напиток травяной чай Вивасан - купить в Украине со скидкой 28% ... Минирально - витаминные комплексы · Мультивитаминные и энергетические напитки ... Мгновенное приготовление и настоящее удовольствие от прохладной свежести ... Эфирное масло 33 травы Вивасан (Vivasan), Швейцария";"Вивасан (Vivasan) Напиток Травяной чай Вивасан (Vivasan ...";"http://bon-vivasan.com.ua/future_mothers/viva_fit_travynoi_tchaj";"Эфирное масло 33 ТРАВЫ Strong - Вивасан Швейцария 50 мл. ... Для приготовления ванны нужно 6-8 капель масла смешать с эмульгатором ... Впервые попробовала масло 33 травы в июле 2012, брала его для мамы ( болели ... ЗЕЛЕНЫЙ ЧАЙ с перечной мятой в таблетках (Peppermint Green Tea Drops).";"Эфирное масло 33 ТРАВЫ Strong - Вивасан Швейцария 50 мл. + ...";"http://vivasan24.ru/product/efirnoe-maslo-33-trav/";"фирное масло 33 ТРАВЫ, стронг / 33 Herbs, strong, exclusive oil .... экзема ― 1 капля эфирного масла на кусочек сахара или мед, запивать соком, чаем, ..."
"69A77DC6-4501-D7AD-CD4F-1162C230972B";"Как уменьшить аппетит: народные средства";;"Cv0p3TSe-Bg";"Как уменьшить аппетит и чувство голода, народные методы ...";"http://pohudejkina.ru/kak-umenshit-appetit.html";"Снижаем аппетит и худеем: психология переедания, советы и вспомогательные средства для уменьшения аппетита, народные рецепты, травы, ...";"Народные средства для снижения аппетита - Несколько хитрых ...";"https://www.segodnya.ua/lifestyle/food_wellness/Narodnye-sredstva-dlya-snizheniya-appetita-458106.html";"4 сен 2013 ... Нужно найти способ, как снизить аппетит, а сделать это безопасно и с пользой для здоровья помогут рецепты народной медицины, ...";"Как уменьшить аппетит народными средствами — упражнения ...";"https://berry-lady.ru/diety/282-kak-umenshit-appetit-narodnymi-sredstvami.html";"Самые эффективные методы снижения аппетита, а следовательно и Вашего веса: народные средства, упражнения, современные препараты, ..."
"B8C4D58A-8649-B7D9-323A-AD4E32133C8E";"Как приготовить золотой ус в 2018 году";;"WWFXjQtoezU";"Настойка золотого уса на водке, воде - применение - Девичник";"https://galinanekrasova.ru/nastojka-na-zolotom-use-na-vodke.html";"Настойка золотого уса, рецепт на водке, применение, для суставов, ... Январь 3 2018 в 17:00 Рубрика: КЛАДОВАЯ ПРИРОДЫ Просмотры: 2154 ... Лечебные свойства ус приобретает спустя год после высадки, после появления ...";"Золотой ус: применение в народной медицине - DIWIS";"https://diwis.ru/zolotoj-us-primenenie-v-narodnoj-meditsine/";"8 ноя 2017 ... Золотой ус используется в народной медицине, так же при мастопатии, в виде настойки. И для ее приготовления необходимо:.";"Золотой Ус: лечебные свойства и противопоказания - DIWIS";"https://diwis.ru/zolotoj-us-lechebnye-svojstva/";"10 окт 2017 ... Какими лечебными свойствами обладает Золотой Ус. Какую пользу несет это ... До того, как приготовить лекарство, листья следует «активировать» ... Новые правила провоза ручной клади в самолете в 2018 году ..."
"A79F37B3-CE67-8F07-3D7D-EE35DF039176";"Как избавиться от сухости слизистой носа";;"TJpIaW1Pjuk";"Как избавиться от сухости в носу: медикаментозные и народные ...";"http://tvojlor.com/lor/nose/kak-izbavitsya-ot-suhosti-v-nosu.html";"Как избавиться от сухости в носу: самые эффективные методы. Сухость слизистой носа является частым симптомом многих заболеваний, поэтому на ...";"Сухость в носу: как избавиться от явления и предупредить его ...";"http://nasmorkunet.ru/nasmork/nasmork-u-vzroslih/suxost-v-nosovoj-polosti-prichiny-vozniknoveniya-i-metody-lecheniya.html";"Сухость в носу Очень часто насморк проявляется не выделениями слизи из носа, а сухостью его слизистой. Такой процесс приносит также немало ...";"Сухость в носу - причины возникновения и методы лечения";"http://gaimoriti.ru/proyavleniya/suxost-v-nosu.html";"Сухость слизистой оболочки носа — состояние, на которые многие не ... появляются небольшие язвочки, избавиться от которых не так-то просто."
"BFBD3B0A-3957-A58B-51D8-299F5677F59F";"Как избавиться от кожного клеща";;"LVP6hxK000M";"Как избавиться от демодекоза: рекомендации врача и правила ...";"http://www.aif.ua/health/life/kak_izbavitsya_ot_demodekoza_rekomendacii_vracha_i_pravila_uhoda_za_kozhey";"28 мар 2016 ... Клещ, вызывающий болезнь – микроорганизм, который может ... Напротив, он помогает избавляться от частичек отмершей кожи.";"Лечение подкожного клеща демодекса в домашних условиях";"http://prishistop.ru/lechenie-podkozhnogo-kleshha-demodeksa-v-domashnix-usloviyax.html";"Как избавиться от подкожного клеща демодекса в домашних условиях? ... так как кожный клещ демодекс часто вызывает и аллергические реакции у ...";"Как избавиться от подкожного клеща на лице - HowToGetRid.ru";"http://howtogetrid.ru/kak-izbavitsya-ot-podkozhnogo-kleshha-na-lice/";"Клещ питается кожными выделениями и нужен для ... навсегда избавить от подкожного клеща, ..."
"0D23FFD8-AFEF-96E4-154D-49C478C32900";"Как скорректировать зрение народными средствами";;"0H2z1PSz6Eg";"Народные средства для улучшения зрения в помощь вашим ...";"http://3ladies.su/health/narmed/kak-vernut-zorkost-glazam.html";"Какие народные средства лучше всего использовать для улучшения зрения. Рецепты и советы по приготовлению.";"Восстановление зрения: лечение народными средствами и ...";"http://narmed24.ru/glaza/vosstanovlenie-zreniya/";"На сегодняшний день ухудшение зрения считается проблемой, волнующей многих людей. Восстановить зрение можно самостоятельно и без ...";"Как улучшить зрение: народные средства - Новости про ...";"http://ivona.bigmir.net/health/narodnaya_medicina/393028-Kak-uluchshit--zrenie--narodnye-sredstva";"2 июн 2014 ... Если чувствуешь, что зрение стало ухудшаться, твоя работа связана с длительным сидением перед монитором или требует большого ..."
"C27ECED1-FD71-740A-BD6F-5E1F59780E71";"Как снять сухость и усталость глаз от компьютера";;"z7OwumRbU1c";"Глазные капли от усталости глаз от компьютера: что делать ...";"http://glaziki.com/lechenie/kapli-glaz-ustalosti-posle-kompyutera";"Усталость глаз при работе за компьютером называется компьютерным зрительным ... Патологический процесс проявляется в виде зуда, жжения, сухости, боли, .... Глазные капли Визин помогут снять напряжение от компьютера ...";"Как снять усталость и сухость глаз? Витамины для глаз.";"https://startinet12.ru/kak-snyat-ustalost-i-suxost-glaz/";"Какими симптомы проявляется повышенная усталость глаз? .... Снять усталость и сухость глаз при чрезмерной работе на компьютере, можно только ...";"Список глазных капель от усталости глаз от компьютера. Цены и ...";"http://moezrenie.com/lechenie/kapli-dlya-glaz/pri-rabote-s-kompyuterom.html";"Они смогут быстро устранить усталость глаз и снять напряжение. ... устранить сухость глаз при долгом периоде работы за компьютером, а также  ..."
"8A624D97-3F0D-1D07-D862-2BC19B87FCAC";"Как здоровье зависит от характера";;"bbrHGjlu8SI";"Зависит ли здоровье человека от его отношения к людям ...";"https://meduniver.com/Medical/Psixology/bolezni_i_xarakter.html";"Характер человека определяется его отношением к другим людям. У разных людей характеры сильно отличаются. Кто-то добрый, кто-то озорной, ...";"Влияние характера человека на его здоровье | Все ладно";"https://vseladno.ru/vliyanie-xaraktera-cheloveka-na-ego-zdorove/";"3 фев 2014 ... Черты характера человека могут повлиять на его здоровье, а вернее, на появление той или иной болезни.";"Как влияет характер на судьбу | molodeem.su";"https://molodeem.su/zdorove/kak-vliyaet-xarakter.html";"12 дек 2012 ... Не только эмоции влияют на здоровье, но и обратное также верно — наше настроение и характер зависят от нашего физического ..."
"33509708-19E3-7A50-35EE-B2533B3E47CB";"Применение сирени в народной медицине";;"xlL7tlyC28A";"Сирень - лечение народными средствами";"http://medic.ymka.ru/siren.php";"Сиреневый сезон Каждый год многие люди, ломая ветки сирени, и не ... Настои; Настойки из цветков; Настои из листьев; Наружное применение листьев ... В русской народной медицине цветки заваривали, как чай, который пили ...";"Сирень в народной медицине | Народные знания от Кравченко ...";"https://domovouyasha.ru/siren-v-narodnoy-meditsine/";"2 май 2012 ... Сирень в народной медицине Внимание! Сирень ядовитое растение, применять внутрь препараты из сирени нужно с большой ...";"Настойка сирени на спирту: применение в домашних условиях ...";"http://www.tvoyamolodost.ru/molodost-i-dolgoletie/nature/283-nastojka-sireni-na-spirtu-primenenie-v-domashnih-uslovijah-dlja-lechenija.html";"В народной медицин я настойка сирени на спирту: применение этого ... Прежде чем найти настойке сирени применение, её нужно суметь приготовить."
"9AAFC2F0-16B9-4694-21AE-A5F0D0058145";"Ароматерапия. На что влияют различные эфирные масла";;"rBaohi5HW4U";"Ароматерапия - запахи на службе человека";"http://www.osteodoc.ru/aromater.htm";"Маленькие конусы из смеси затвердевшего жира и эфирных масел .... контролируют деятельность различных органов и в целом влияют на жизненную ...";"Ароматерапия - Укрепление здоровья";"http://www.ukzdor.ru/aromaterap.html";"Описаны терапевтические свойства эфирных масел и применение ароматерапии при лечении различных заболеваний, а также её влияние на  ...";"Ароматерапия воздействие, методы, эфирные масла.";"http://ezoterik.org/Aromatherapy.php";"Современные методы ароматерапии, эфирные масла. ... Экстракты и масла, полученные из различных растений (самыми разными ... нормализуют аппетит, сон и в целом благотворно влияют на нервную систему человека."
"838D9837-1207-68A4-E220-33E4BA5C7149";"Польза виноградных косточек";;"c17p9Qm6V2Q";"Польза виноградных косточек для здоровья сердца";"https://russian.mercola.com/sites/articles/archive/2016/11/14/%25D0%25BF%25D0%25BE%25D0%25BB%25D1%258C%25D0%25B7%25D0%25B0-%25D0%25B2%25D0%25B8%25D0%25BD%25D0%25BE%25D0%25B3%25D1%2580%25D0%25B0%25D0%25B4%25D0%25BD%25D1%258B%25D1%2585-%25D0%25BA%25D0%25BE%25D1%2581%25D1%2582%25D0%25BE%25D1%2587%25D0%25B5%25D0%25BA.aspx";"14 ноя 2016 ... Виноградные косточки и экстракт из них богаты мощными антиоксидантами и натуральными растительными соединениями, которые ...";"Виноградные косточки – польза и вред, способы применения и ...";"http://polzateevo.ru/frukty/vinogradnye-kostochki.html";"Некоторые люди в процессе употребления ягод выплевывают виноградные косточки. Польза и вред этих элементов детально рассмотрены ...";"Виноградные косточки польза и вред - AmazingWoman.ru";"http://amazingwoman.ru/zdorovje/poleznye-produkty/polza-i-vred-vinogradnyx-kostochek-koncentrat-polzy/";"Виноградные косточки способны облегчать первые признаки пиелонефрита и ... Польза и вред виноградных косточек: концентрат пользы. 21 января ..."
"76664AF9-E1AC-D7FA-EE70-EF7424A13F13";"Народные средства в помощь желающему бросить курить";;"mk7VyxrRrBc";"Как бросить курить народными средствами? - FitoHome";"https://fitohome.ru/babushkiny-recepty/kak-brosit-kurit-narodnymi-sredstvami.html";"FitoHome Бабушкины рецепты Как бросить курить с помощью народных средств? ... Люди, с отсутствием железной воли, вынуждены обращаться к помощи извне. .... Несколько советов людям, желающим бросить курить:.";"Как Бросить Курить При Помощи Народных Средств - Ja-Zdorov.ru";"https://www.ja-zdorov.ru/blog/kak-brosit-kurit-narodnye-sredstva-2/";"Как Бросить Курить При Помощи Народных Средств .... Она готовится на спирту, поэтому желающим бросить курить лучше всего ее использовать в ...";"Помощь желающим бросить курить - 11 Листопада 2016 ...";"http://radymo.com/news/pomoshh_zhelajushhim_brosit_kurit/2016-11-11-8416";"11 ноя 2016 ... Помощь желающим бросить курить ... Не помогают ни народные средства, ни средства, которые имеются в наших аптеках, такие как ..."
"898D0416-DD79-4E0D-D3D7-1EA7A1716E10";"Как избавиться от прыщей на голове народными средствами";;"KD1VYOZl10M";"Прыщи на голове в волосах: причины, лечение, народные ...";"https://voloskoff.ru/lechenie/problem/pryshhi-na-golove.html";"Прыщи на голове в волосах появляются по ряду причин. Важно правильно их ... Аллергия на средства для волос (шампунь, краску, лак и т. д.). Чтобы ...";"прыщи на голове в волосах у мужчин: причины, лечение";"http://muzhskie-gormony.info/pryshchi-na-golove-v-volosah-u-muzhchin-prichiny-lechenie/";"6 июн 2017 ... Причины; Виды прыщей; Лечение; Народные средства. Почему .... помогает избавиться от прыщей на голове и предотвратить рецидив.";"Прыщи на голове в волосах - причины появления и лечение | Как ...";"http://skinfine.ru/pryshhi-na-golove-v-volosax.html";"... Косметические процедуры от прыщей · Народные средства для лечения прыщей ... Прыщи на голове и в волосах доставляют огромный дискомфорт их ... если мы найдем, почему появляются прыщи на голове — избавиться от ... сил и времени вы уже потратили на косметологов и средства от прыщей?"
"2AFE4E4D-AE96-84E1-17DB-E91B118514CA";"Народные средства против изжоги";;"BQzH2l1HUqI";"Изжога - народные средства и методы народного лечения изжоги";"https://www.ayzdorov.ru/lechenie_izzhoga_narsr.php";"Лечение изжоги народными средствами: 6 самых эффективных методов, как ... Самое простое средство от изжоги, это столовая ложка подсолнечного ...";"Народные средства от изжоги - FitoHome";"https://fitohome.ru/babushkiny-recepty/narodnye-sredstva-ot-izzhogi.html";"Существует масса способов, как быстро избавиться от изжоги. Самыми эффективными методами лечения считаются народные средства с ...";"Народные средства от изжоги - эффективные способы борьбы с ...";"http://medtravi.com/retsepty/narodnye-sredstva-ot-izzhogi.html";"Народные средства от изжоги Неприятное ощущение жжения в пищеводе знакомо почти 40 % населения планеты. Чтобы избавиться от изжоги, можно  ..."
"FCF0AFB7-F629-607D-AB8D-86CAC279B8F3";"Польза ананасового сока для мужчин";;"KLMzi8uzOPU";"Какая польза ананасового сока для женщин? - Питание и здоровье";"http://www.pitanieizdorovje.ru/benefits-of-pineapple-juice-for-women.html";"Ананасовый сок содержит минералы, такие как кальций, магний, медь, калий и фосфор. Он содержит также ферменты и антиоксиданты, которые ...";"Ананас для мужчин: чем полезен, как влияет, свойства - Flintman.ru";"https://flintman.ru/ananas-dlya-muzhchin/";"Ананас для мужчин: польза и вред для здоровья ... Ананасовый сок — идеальное средство в зимнюю пору года для профилактики недомоганий.";"Чем полезен ананасовый сок для мужчин?";"http://menportal.info/story/chem-polezen-ananasovyy-sok-dlya-muzhchin";"Ананасовый сок — это кладезь полезных веществ. ... Поэтому у мужчины быстрее возникает возбуждение. ... Польза томатного сока для мужчин."
"46484EBF-29AF-1BB7-63BF-F470849B2DA9";"Как снять ушную боль";;"GgQp4o2BrWk";"Стреляет в ухе: как снять боль и избежать инфекции | Здоровая ...";"http://www.aif.ru/health/life/strelyaet_v_uhe_kak_snyat_bol_i_izbezhat_infekcii";"3 фев 2014 ... Посоветуйте, как снять боль в домашних условиях. ... Ушная сера – это густая жидкость, которая в норме покрывает наружный ушной ...";"Как снять ушную боль как убрать боль в ухе Лечение болезней";"https://www.kakprosto.ru/kak-42297-kak-snyat-ushnuyu-bol";"Совет 1: Как снять ушную боль. Боль в ушах может возникать по разным причинам: в результате переохлаждения, травм, осложнений от различных ...";"Чем снять сильную ушную боль? - Советчица Кидстафф";"https://sovet.kidstaff.com.ua/question-364896";"Только Нурофен отлично снимает ушную боль, но я бы поехала по ... скорая на боль в ухе не приедет!!!я вот тут слушаю советы и ..."
"F84A0949-7B8B-2697-1C4B-45987AA92C78";"Как лечить щитовидку, народные средства";;"YDtVAKfQVCI";"Народные средства и методы лечения узлов щитовидной ...";"https://www.ayzdorov.ru/lechenie_gshelezi_narsredstva.php";"Главная » Список болезней » Щитовидная железа » Лечение щитовидки. Лечение заболевания щитовидной железы народными средствами ...";"Щитовидная железа - лечение народными средствами";"http://medic.ymka.ru/schitovidnaya_jeleza.php";"Методы лечения народными средствами ... На Востоке древние врачи- философы сравнивали щитовидку с огнем, подчеркивая тем самым ее значение ...";"Народные средства для лечения щитовидки";"http://www.vashmedsovetnik.com/endokrinologija/schitovidka/narodnye-sredstva-dlya-lecheniya-shchitovidki.html";"Прием гормональных препаратов при заболеваниях щитовидной железы вполне можно заменить проверенными народными средствами."
"BF0362D5-A0A6-1A5E-6800-ACAFC7FD2D47";"Что такое икота и как с ней бороться";;"y7jWgM0uKr8";"Как бороться с икотой у взрослых cosmo.ru | Журнал Cosmopolitan";"https://www.cosmo.ru/health/your_health/kak-borotsya-s-ikotoy/";"9 июн 2012 ... Судорожное сокращение диафрагмы - вот что такое икота.";"Откуда берётся икота и как с ней бороться? - Форум - Сириус";"http://forum.sirius.org.ru/index.php%3Ftopic%3D1454.0";"Икота может возникать у здоровых людей без всяких видимых причин. Обычно это безвредное явление, хотя иногда оно может ...";"Как бороться с икотой: 10 эффективных средств - Новости ...";"https://telegraf.com.ua/zhizn/zdorove/1762126-kak-borotsya-s-ikotoy-10-effektivnyih-sredstv.html";"28 фев 2015 ... Если икота продолжается больше часа, вместе с ней возникает боль за грудиной, изжога и нарушения глотания, если приступы икоты ..."
"EFFF0A81-2916-62DB-F9E6-F794CE8216B5";"Как лечить аллергию на руках";;"F5dMwFzy0EA";"Аллергическая сыпь на руках фото с описанием";"https://syp-foto.ru/allergicheskaya-syp-rukah-foto/";"Аллергическая сыпь на руках фото с описанием. Если сыпь на руках чешется что может быть. Аллергическая сыпь на руках у ребенка лечение и ...";"Аллергия на руках, виды, способы лечения - Лечение аллергии";"http://allergiik.ru/na-rukax.html";"Аллергия на руках относится к тем реакциям непереносимости раздражителей, которые регистрируются у большинства пациентов. Наши руки по ...";"Аллергия на руках: лечение, симптомы, причины";"http://allergiyanet.ru/simptomy/na-chastyah-tela/allergiya-na-rukah.html";"Каждый день руки сталкиваются с воздействием химических веществ, в результате чего аллергия на руках проявляется в виде сыпи, гиперемии, ..."
"D7FA13CB-A5CA-D125-BC21-B2F3A94E13DB";"Как лечить глаза народными средствами";;"DMgZTrYS7PU";"Лечение глаз народными средствами - Так Просто!";"https://takprosto.cc/lechenie-glaz-narodnymi-sredstvami/";"Лечение глаз народными средствами. Перечень заболеваний, которые лечат при помощи очанки, впечатляет: глазные инфекции, аллергические ...";"Лечение глаз народными средствами-Лечение травами ...";"http://www.fitoportal.com/ru/bolezni-glaz/55-bolezni-glaz/168-lechenie-glaznyh-boleznej-narodnymi-sredstvami.html";"Лечение глаз народными средствами. Народная медицина богата своими народными средствами лечения заболеваний глаз. Рекомендуется ...";"Лечение заболеваний глаз народными средствами-Лечение ...";"http://www.fitoportal.com/ru/bolezni-glaz.html";"Болезни глаз, проблемы со зрением - народные средства лечения и профилактики, основанные на травах и полезных растениях."
"3AD4400B-46B8-5A37-C043-AAFE17C42260";"Чем полезен и как приготовить кисель Изотова";;"WlQndBnCNKs";"Целебный кисель Изотова: польза овса для организма ...";"http://www.kpodruge.ru/zdorove/kisel-izotova-dlya-zdorovya.html";"За счет своего мягкого и обволакивающего воздействия он полезен всем, у кого есть любые ... Приготовление киселя по методу доктора Изотова.";"Овсяный кисель Изотова - польза и вред, рецепт - Девичник";"https://galinanekrasova.ru/ovsyanyj-kisel-izotova-polza-i-vred.html";"28 дек 2015 ... Чтобы приготовить кисель по рецепту Изотова, нужно пройти несколько этапов. ... Квас полезен не менее киселя, отлично храниться в ...";"Антистрессовый кисель Изотова: чем полезен? - DELFI";"http://www.delfi.lv/woman/eda/recepty/antistressovyj-kisel-izotova-chem-polezen%3Fid%3D43845822";"25 ноя 2013 ... Овсянка чрезвычайно полезна для нашего организма. А приготовив из нее кисель, вы сможете очистить организм и почувствовать ..."
"19C3B8C1-9BFD-E603-F637-1D427830F0F7";"Как вылечить гастродуоденит";;"IBybaHlbJWg";"как вылечить гастродуоденит? - BabyPlan.ru";"http://www.babyplan.ru/blog/121426/entry-174172-kak-vylechit-gastroduodenit";"29 июл 2012 ... Девчат, у мужа хронический гастродуоденит. выявился год назад.пропил маалокс- прописал врач из поликлиники, приступы болей ...";"Гастродуоденит - обсуждение";"https://www.tiensmed.ru/news/gastroduodenit-wkti/";"Гастродуоденит – причины и симптомы у взрослых и у детей, ... Хронический гастродуоденит с точки зрения патологической анатомии ..... Здравствуйте! Хочу спросить вас как без лекарственных препаратов вылечить... » Ответ.";"Лечение гастродуоденита народными средствами";"http://enterolog.ru/zheludok/gastroduodenit/lechenie-narodnymi-sredstvami/";"Советы и рекомендации по лечению различных форм гастродуоденита при помощи народных ... Как вылечить гастродуоденит в домашних условиях."
"2B6BA967-A89F-2F8A-4157-41B9048FC8D1";"Как избавиться от головной боли без таблеток";;"2HqbFhupuGg";"Как без таблеток избавиться от головной боли за 5 минут ...";"https://lifehacker.ru/acupressure/";"Когда голова раскалывается, а под рукой нет таблеток, ситуация кажется безвыходной. Зря. Избавиться от головной боли можно с помощью ...";"За 5 минут избавиться от головной боли без таблеток? Это ...";"https://bonnylady.com/health/za-5-minut-bez-tabletok-izbavitsya-ot-golovnoj-boli-eto-prosto.html";"Тех, кто страдает от частых головных болей и мигреней, знают, что это такое и, что чувствуешь, когда под рукой не оказалось таблетке, которая ...";"10 способов избавиться от головной боли без таблеток и ...";"https://www.maximonline.ru/skills/health/_article/head-ache/";"Краткая инструкция от MAXIM как перестать страдать, забыть о головной боли и начать жить."
