"GUID идентификатор элемента";"Название элемента";"Путь для раздела";"Адрес (youtube)";"Заголовок2-1";"Ссылка2-1";"Описание2-1";"Заголовок3-1";"Ссылка3-1";"Описание3-1";"Заголовок4-1";"Ссылка4-1";"Описание4-1";"Заголовок5-1";"Ссылка5-1";"Описание5-1";
"7245D2F1-AE0F-09C9-0857-9AC04771CF9F";"Как сделать японский сад";"kak-sdelat-yaponskiy-sad";"5cu5J9UrgCQ";"Как создать небольшой Японский Сад на Даче — Идеи и ...";"null";"Если вам близки восточные мотивы в оформлении сада, что наверняка вас не оставит равнодушным японский сад. Если вы осмелитесь организовать ...";"Зображення для запиту Как сделать японский сад";"null";"6 авг 2016 ... А из нашего окна часть Японии видна! Как обустроить маленький японский сад у себя дома.";"Как сделать японский сад, маленькие японские сады дома - Houzz";"null";"16 авг 2015 ... Если вы уже приняли решение сделать японский сад своими руками, то первым шагом к осуществлению поставленной цели должен ...";"Как сделать японский сад камней своими руками - ПрофиДОМ";"null";"Японский сад или сад камней является сооружением, которое гармонично впишется в ландшафтный дизайн на участке, практически любого размера.";
"305C4B1C-9E76-3A90-051A-99CDF5697B20";"Как посадить шиповник";"kak-posadit-shipovnik";"https://www.youtube.com/watch?v=0dgt8Fx4xIo&sa=U&ved=0ahUKEwi51I-HosbXAhWS2KQKHR-ZDVMQtwIIFjAA&usg=AOvVaw2SplWLeUUFOG19qNXQjMRr";"Шиповник: как посадить и вырастить - ДачаДекор";"null";"28 апр 2014 ... Шиповник — посадка и уход На фоне всех растений шиповник выделяется особенно высоким содержанием аскорбиновой кислоты, ...";"Посадка шиповника - как правильно посадить шиповник - YouTube";"null";"30 чер. 2015 - 1 хв - Автор відео Саженцы от питомника "Добрый Сад" Видео о посадке шиповника. Узнайте о том, как правильно сажать саженцы шиповника на своем участке. Получить бесплатную ...";"Посадка и уход за шиповником. Сорта шиповника";"null";"5 июн 2013 ... Шиповник, близкий родственник садовой розы, — это не только ... Это важно , если вы планируете посадить шиповник не как ...";"Выращивание шиповника: посадка и уход, размножение. Когда и ...";"null";"17 окт 2016 ... Шиповник перекрестноопыляемый кустарник, и для созревания плодов, растения следует высаживать недалеко друг от друга.";
"FED44535-21DD-989A-B2F1-B9F7E4A14D1E";"Почему пропадает рассада";"pochemu-propadaet-rassada";"https://www.youtube.com/watch?v=682YFjY4dE8&sa=U&ved=0ahUKEwiLyq6ZosbXAhXP6aQKHeF2AwwQtwIIFjAA&usg=AOvVaw37AJ9xROtLFY8R97_NPcfG";"Выращивание рассады: 8 проблем и их решения — FloweryVale.ru";"null";"Семена очень дружно проросли, но через некоторое время маленькие сеянцы начинают пропадать один за другим. Рассада сильно вытянулась.";"Почему пропадает рассада помидор после пикировки? | toNature ...";"null";"Пикировка рассады помидор – обязательная стадия в процессе выращивания этой овощной культуры. Она позволяет закалить помидоры перед ...";"пропадает рассада помидоров";"null";"15 апр 2013 ... Здравствуйте. Нужна помощь опытных рассадоводов. Третий год пытаюсь вырастить рассаду помидоров, всходит дружно, много.";"Почему пропадает рассада Почему гибнет рассада петунии: 5 ...";"null";"Почему падает рассада. Выращивание рассады – это большая ответственность и тяжелый труд.";
"B169DF59-3E89-2CBD-A95B-1AC60524FC63";"Как посадить можжевельник";"kak-posadit-mozhzhevelnik";"O3FXYCczrEU";"Можжевельник: посадка и уход. Виды и сорта можжевельника";"null";"Прочитав об этом декоративном лекаре, мне захотелось посадить можжевельник на своей даче, уже и место выбрала. А чтобы не забыть правила ...";"Секреты посадки можжевельника в открытый грунт, а также ...";"null";"4 июл 2017 ... Попробовать посадить взрослый можжевельник можно только зимой, при замороженном почвенном коме. Замечено, что чем ближе к ...";"Посадка и уход за можжевельником - YouTube";"null";"29 трав. 2014 - 6 хв - Автор відео Садовый центр Greensad (Гринсад) Если Вы хотите купить можжевельник, то это можно сделать ... что саженцы можевельника /Блу Арроу/ можно садить даже летом.";"Кустарник можжевельник – посадка и уход: фото можжевельника ...";"null";"18 окт 2015 ... Посадка можжевельника – как и когда сажать можжевельник. Уход за можжевельником в саду: обрезка и пересадка можжевельника, ...";
"2399DABB-DADA-A6C5-E8C1-DF10AC1E9953";"Как посадить косточку хурмы";"kak-posadit-kostochku-hurmy";"skFxA6EfYd4";"Как вырастить хурму дома из косточки? Сорта и уход за деревом";"null";"Для тех, кто решил вырастить дерево хурмы у себя дома из косточки будет полезно для начала ознакомиться с самим деревом и плодами хурмы.";"Как вырастить хурму из косточки в домашних условиях и ...";"null";"Все знают, что хурма - очень полезный и вкусный фрукт. Но мало кто сможет объяснить, где и как он растет. Обо всем этом, а еще о том, как вырастить ...";"Полезные советы как вырастить хурму из косточки - Orchardo.ru";"null";"Если вы вознамерились посадить хурму из косточки, позаботьтесь для начала о том, чтобы материал для посадки был отличного качества. Это значит ...";"Как вырастить Хурму из косточки в домашних условиях - YouTube";"null";"21 груд. 2016 - 1 хв - Автор відео Vurastim Проращивание хурмы из косточки в домашних условиях. Больее детально на сайте http://vurastim.com.ua/hurma-iz-kosto.";
"91CD3A46-F855-B67F-8A21-50761BAD11A4";"Как сеять капусту";"kak-seyat-kapustu";"https://www.youtube.com/watch?v=eP8HPRpB87w&sa=U&ved=0ahUKEwiLyL_cosbXAhUH4KQKHTCWC1YQtwIIFjAA&usg=AOvVaw1jupIj2ijFakQDg_vtzBdd";"Как сеять капусту на рассаду. Как подготовить почву к посеву ...";"null";"10 бер. 2015 - 12 хв - Автор відео Сад и огород. Видео инструкции от ЦПСО России В этом видео вы увидите, как правильно посеять семена капусты на рассаду, как самостоятельно приготовить почвенную смесь, как ...";"Как сеять семена капусты на рассаду - YouTube";"null";"30 квіт. 2013 - 3 хв - Автор відео Огород ТВ Емкости для посева и рассады капусты Советы садоводам Полезные советы дачников садоводов и огородников по выращиванию ...";"Когда сеять капусту на рассаду Часть 1. Сайт "Садовый мир ...";"null";"27 бер. 2015 - 5 хв - Автор відео Садовый Мир Когда сеять капусту на рассаду? Выращивать капусту несложно, но нужно знать некоторые тонкости. Например, надо знать, когда ...";"Рассада капусты: 12 секретов выращивания";"null";"16 мар 2014 ... Прежде чем покупать семена, решите, какую капусту вы хотите .... Исходя из этого, сеять капусту на рассаду необходимо за 60-65 дней ...";
"856E8740-9FBE-BED6-1A0F-C83A5B1D997C";"Как выкладывать тротуарную плитку";"kak-vykladyvat-trotuarnuyu-plitku";"ll9Qcu67G3w";"Как положить тротуарную плитку на дачном участке - YouTube";"null";"";"Укладка тротуарной плитки на дачном участке - YouTube";"null";"23 квіт. 2014 - 4 хв - Автор відео Полезные Советы Укладка тротуарной плиткой своими руками. Хотите сделать красивые садовые дорожки на своем дачном участке? Тогда внимательно ...";"Как положить тротуарную плитку на дачном участке - YouTube";"null";"3 чер. 2015 - 15 хв - Автор відео Полезное Видео При оформлении участка на даче не обойтись без устройства дорожек, площадок, отмостки фундамента. Самый простой способ для ...";"Укладка тротуарной плитки своими руками: пошаговый мастер ...";"null";"Тротуарная плитка не выделяет вредных летучих веществ при ... На подготовленный базовый слой грунта можно выкладывать песок, который не  ...";
"EEC35D8B-7B47-8373-94DB-896DE0ED93C8";"Как размножать садовую землянику";"kak-razmnozhat-sadovuyu-zemlyaniku";"https://www.youtube.com/watch?v=8d557imyf3Y&sa=U&ved=0ahUKEwif27mIo8bXAhVO2qQKHf5oDlQQtwIIFjAA&usg=AOvVaw2QYwx7UFDpgFHcHaoIMUNH";"Размножение садовой земляники (клубники) рожками. Часть 1 ...";"null";"15 трав. 2016 - 7 хв - Автор відео Конева Елена Выращивание садовой земляники . Размножение садовой земляники ( клубники) рожками. Хорошая альтернатива разведению с ...";"Размножаем землянику делением куста. - YouTube";"null";"28 квіт. 2016 - 4 хв - Автор відео САД и ОГОРОД КРУГЛЫЙ ГОД Кто не любит землянику?Таких наверное ... Поэтому мы будем ее размножать. ... Размножение садовой земляники (клубники) рожками.";"Размножение клубники (садовой земляники) усами - 7 дач ...";"null";"7 чер. 2017 - 9 хв - Автор відео 7dach.ru Садовую землянику (клубнику) проще всего размножить воздушными побегами, на которых образуются розетки - усами. Семь Дач ...";"Размножение садовой земляники /клубники/ усами ...";"null";"Большинство сортов садовой земляники /клубники/ легко размножаются розетками (усами). И лишь для безусых сортов крупноплодной и мелкоплодной ...";
"25382FA0-86A9-44AC-94FC-397E3C823000";"Когда нужно сажать яблони";"kogda-nuzhno-sazhat-yabloni";"https://www.youtube.com/watch?v=HpEFrpyt6nA&sa=U&ved=0ahUKEwj4zNmoo8bXAhXB0aQKHVNbBE8QtwIIFjAA&usg=AOvVaw3plltgtrH4XemPLOznG-YA";"Когда сажают яблони: время и правила посадки";"null";"В принципе, высаживать яблоню можно в любое время, но самыми удачными ... Саженец нужно привязать к вбитому колышку, это делается во ...";"Как правильно сажать яблоню: 4 главных совета - Собеседник";"null";"19 апр 2013 ... Как правильно сажать яблоню: 4 главных совета ... Размеры посадочных ям в диаметре для яблони и груши на ... Как лучше сажать. 3. .... После выкидыша женщинам не нужно делать паузу перед зачатием.";"Когда сажать яблони, груши, вишню и малину";"null";"«Когда лучше всего сажать яблони, груши, вишню и малину - весной или осенью?» В.Крюков. Нередко можно встретить диаметрально ...";"ПОСАДКА ЯБЛОНЬ весной и осенью. - Наш Сад";"null";"Подробно описано как выбирать саженцы яблони , когда и куда сажать яблони и как правильно ... Ими и нужно руководствоваться при выборе сорта .";
"AF58BFCE-0989-4178-C922-7897472EF1F6";"Почему мало цветов";"pochemu-malo-cvetov";"4VKLn7kv0wM";"мало цветов - Форум - Фаленопсис - Орхидеи - Комнатные растения ...";"null";"Орхидею купили год назад не пересаживали, на ней 2 цветоноса. При покупке было мало цветов, которые продержались после покупки ...";"Почему мало цветов Сад и огород - KakProsto.ru";"null";"Совет 1: Почему мало цветов. Сложно представить сад без сирени, жасмина , пионов или других цветущих многолетних растений. Но случается и так, ...";"Все, что нужно знать о цветении орхидей | Усадьба";"null";"Поэтому осенью и зимой, когда естественного освещения очень мало, цветы следует досвечивать лампами. +. Фитолампы – специальные лампы ...";"Почему на пионе мало цветов? | Рудачник";"null";"Попробуйте пион приподнять из земли (т.е. посадить на холмик). Но учтите, первые 2 года пион мало набирает цветоносов, ему нужно время.";
"2BA435F4-E78A-2463-D3B4-35425B0D10A0";"Как укрывать клубнику на зиму";"kak-ukryvat-klubniku-na-zimu";"https://www.youtube.com/watch?v=3NghExn4Ucg&sa=U&ved=0ahUKEwjizYzTo8bXAhVSCuwKHYdVDWoQtwIIFjAA&usg=AOvVaw0x6BWtoD7HeqMg4jHzXrIt";"Чем укрыть на зиму клубнику - YouTube";"null";"2 жов. 2016 - 56 сек - Автор відео village life пришло время готовить клубнику к зиме .. Подписывайся на канал Ставь лайки Оставляй комментарии.";"Как укрыть клубнику на зиму - YouTube";"null";"30 вер. 2015 - 5 хв - Автор відео Гацко Production Готовлю клубникку к зимовке, одним из многих способов. Не забываем подписываться на мой канал ...";"Чем укрыть клубнику на зиму. Клубника на даче - YouTube";"null";"9 лис. 2014 - 2 хв - Автор відео Dmitriy Kucenko Последние годы укрываем клубнику на зиму, ветками или лозой. Чем проще тем лучше.";"Чем на зиму укрыть клубнику и землянику – укрытие ... - Nasotke.ru";"null";"Чем укрыть клубнику на зиму и нужно ли вообще укрывать? Расскажем о важности и правилах укрытия земляники, обсудим плюсы и минусы такого ...";
"76F0238C-2351-8C48-06D1-706D277050A3";"Как пересадить каштан";"kak-peresadit-kashtan";"kaYtJL6eyvM";"Как Пересадить Каштан - YouTube";"null";"17 квіт. 2016 - 3 хв - Автор відео Viktor Omelyanov Как Пересадить Каштан ... Каштан как сажать сажаем выращивать посадить каштан уход за каштаном огород сад розарий цветник ...";"Как пересаживать каштаны?";"null";"Ответ мастера: Каштаны достаточно красивые деревья, кроме этого они имеют вкусные плоды, которые помимо вкусовых свойств еще и полезны.";"Пересадка каштана весной | toNature.info";"null";"Каштан – мощное растение с обильно цветущей кроной, мощной корневой системой, плотным стволом. Пересаживать такого гиганта кажется ...";"Каштан. Особенности, посадка и уход за каштаном - советы от ...";"null";"12 окт 2015 ... Сначала давайте определимся, о каком каштане идёт речь. Если Вы думаете, что каштан и конский каштан это «одно и то же», то это ...";
"BBA5A0EB-80B0-A945-370D-A9EF85D3FA38";"Когда нужно сажать помидоры";"kogda-nuzhno-sazhat-pomidory";"https://www.youtube.com/watch?v=TCx6hPRp-yc&sa=U&ved=0ahUKEwi77Kz4o8bXAhWQKewKHXDxBXcQtwIIFjAA&usg=AOvVaw3ONcyC-Wq_qwm8AVAq98YJ";"Когда сажать помидоры на рассаду. Как сажать рассаду томатов";"null";"Когда сажать рассаду помидор в 2017 году Высокорослые томаты, а так же ... как правило позднеспелые, поэтому сажать их нужно в третьей декаде ...";"Когда высаживать помидоры в грунт? - ОгородСадовод.ком";"null";"Но сроки, когда высаживать помидоры в грунт зависят не только от возраста ... Перед посадкой рассаду нужно обильно полить, вытащить из ёмкости ...";"Когда высаживать рассаду помидоров? - ОгородСадовод.ком";"null";"Сначала рассаду помидоров высаживают под пленку, а только потом ... Рассаду нужно высаживать тогда, когда в первой кисти распускаются цветки.";"Когда сажать рассаду помидоров : семена, сроки, полив... - 7я.ру";"null";"Когда сажать рассаду помидоров по лунному календарю. ... Уплотните почву столовой ложкой, добавьте почву, если нужно, снова уплотните и ...";
"D70525CE-1C53-7F71-839D-044496DC685A";"Как обрезать черешню";"kak-obrezat-chereshnyu";"6Ol3jcuZoOE";"Обрезка черешни: видео и советы по обрезке, перечень ...";"null";"";"Обрезка черешни летом, весной и осенью, схемы как правильно ...";"null";"Обрезка черешни, на первый взгляд, похожа на аналогичные работы, проводимые с вишней. Это далеко не так. Несмотря на то что эти плодовые  ...";"Как правильно обрезать черешню и сливу - YouTube";"null";"7 лис. 2012 - 3 хв - Автор відео Пособие Виноградарю Народ! Я обрезал черешни и вишни и очень жалею! Во первых, я их ПОКАЛЕЧИЛ!! И какие бы там красивые и хорошие намерения ...";"Мелитополь обрезка черешня 4 года. - YouTube";"null";"17 лют. 2012 - 2 хв - Автор відео Юрий Першин сорт мелитопольская черная на сильнорослом подвое вишни магалепской.";
"F0905016-9830-2D80-4480-5836549253ED";"Как обрезать каланхоэ";"kak-obrezat-kalanhoe";"aa6OTCVAveE";"Как обрезать каланхоэ в домашних условиях, как прищипывать ...";"null";"29 окт 2015 ... Зная, как обрезать каланхоэ, можно значительно продлить жизнь цветку и сделать растение более оригинальным, наслаждаясь его ...";"Как обрезать каланхоэ - YouTube";"null";"13 жов. 2016 - 1 хв - Автор відео ЦВЕТОЧКИНОФФ как обрезать каланхоэ после цветения.как правильно обрезать каланхоэ.как обрезать каланхоэ в домашних условиях.";""Каланхоэ-6. Обрезка, пинцет! Воздушные корни, размножение ...";"null";"8 жов. 2015 - 11 хв - Автор відео Vita Vika Приглашаю на канал Vita Vika: https://www.youtube.com/channel/ UCLEzfIPR4V5AK-HaE_HrGwA ...";"Как обрезать каланхоэ: основные правила выращивания и ухода";"null";"Уход за каланхоэ в домашних условиях отличается тем, что особых сложностей в плане ... Как обрезать каланхоэ: правила и рекомендации.";
"117C6D8E-ABF6-F829-200D-5668339D66E8";"Как вырастить каскадную петунию";"kak-vyrastit-kaskadnuyu-petuniyu";"https://www.youtube.com/watch?v=R2WnFvHgS_E&sa=U&ved=0ahUKEwiZpa6zpMbXAhXQGOwKHX7sDekQtwIIFjAA&usg=AOvVaw1Q2o6aKSzLP63kBWcQOgT4";"Как вырастить каскадную петунию";"null";"22 апр 2009 ... КАК ВЫРАСТИТЬ КАСКАДНУЮ ПЕТУНИЮ. Многие видели роскошные метровые бороды на улицах и в садах европейских городов, ...";"Каскадная петуния - WomanAdvice.ru";"null";"Как вырастить каскадную петунию? При разведении петунии каскадной обычно используется способ выращивания из семян. Чтобы получить пышное ...";"Выращивание каскадной и суперкаскадной петунии";"null";"26 окт 2014 ... Агротехника выращивания каскадной петунии. Сеять семена петунии лучше всего в легкие, хорошо аэрируемые почвенные смеси, ...";"Выращивание петунии каскадной. - YouTube";"null";"12 бер. 2017 - 3 хв - Автор відео Понемногу Обо Всем Посадка петунии на рассаду. ... Выращивание петунии каскадной. .... ПЕТУНИЯ БЕЗ ПИКИРОВКИ СУПЕР СПОСОБ ВЫРАЩИВАНИЯ !!!";
"A7C60D99-322E-4D90-3E91-CB7461C3AD96";"Как восстановить почву";"kak-vosstanovit-pochvu";"https://www.youtube.com/watch?v=N1g0lV9o35o&sa=U&ved=0ahUKEwjiqcbmpMbXAhVO_aQKHekvCf4QtwIIFjAA&usg=AOvVaw0occzlUFF9hSxEJV5HkEzr";"КАК ВОССТАНОВИТЬ ПЛОДОРОДИЕ ПОЧВЫ | Наука и жизнь";"null";"КАК ВОССТАНОВИТЬ ПЛОДОРОДИЕ ПОЧВЫ. Анатолий ОНЕГОВ. Уже через год-другой на заросшем самой разной травой участке будет снова расти ...";"Восстановить плодородие почвы помогут бобы - Огород";"null";"Как с минимальными затратами восстановить плодородие участка? Надо посеять сидераты. И самые выгодные из них – бобовые. Они обогащают ...";"Восстановление плодородия почвы осенью. Часть №1 - YouTube";"null";"9 вер. 2014 - 13 хв - Автор відео Галина и Костя Силкины ЦПЗ "Возрождение земли" г.Красноярск сайт: vozrozhdenie-zemli.ru.";"Как "оздоровить" и "реанимировать" почву - Gardenia.ru";"null";"Как "оздоровить" и "реанимировать" почву. автор Кузнецов Александр, фото Зиборовой Е.Т. гиацинт. Итак, продолжаем разговор на тему Природного ...";
"AFFBF336-44DC-6322-47F7-96BE10EAD307";"Как вырастить саженцы винограда";"kak-vyrastit-sazhency-vinograda";"rg6mlW3Yu_c";"Как вырастить саженцы винограда самому - YouTube";"null";"17 чер. 2013 - 2 хв - Автор відео Вячеслав Александрович Как вырастить саженцы винограда самому ? Как же посадить виноград с минимальным уходом и без болезни винограда ?";"ВИНОГРАД.ВЫРАЩИВАНИЕ САЖЕНЦЕВ ИЗ ЧЕРЕНКОВ ...";"null";"2 бер. 2014 - 11 хв - Автор відео БЛАГОРОДНЫЙ ВИНОГРАД Купить тапенер для подвязки винограда http://ali.pub/176ued Один из способов выращивания саженцев винограда из черенков ...";"Выращивание саженцев винограда из черенков дома | Блог ...";"null";"Как вырастить зелёные саженцы винограда на весну из черенков в условиях квартиры.";"Как вырастить дома саженцы винограда для весенней высадки ...";"null";"Настало время начать выращивать саженцы винограда для весенней высадки из заблаговременно заготовленных или купленных черенков.";
"7E3F541D-16B3-EFB1-9291-FEABCF9B43F6";"Как устроить теплицу";"kak-ustroit-teplicu";"9MrecfbMCQI";"Как построить теплицу - YouTube";"null";"4 трав. 2013 - 7 хв - Автор відео Евгений Лебедев Хочу тоже сделать себе теплицу в этом году. ﻿ .... А над землей поднять теплицу хотя бы на 5 см. поликарбонат на земле лежит.﻿.";"Как построить зимнюю теплицу.Совет практика. - YouTube";"null";"2 лип. 2014 - 6 хв - Автор відео Олег Карп В видео я показал как построить зимнюю теплицу исходя из многолетнего опыта и строительства разных вариантов теплиц. Здесь я ...";"Как построить теплицу своими руками за одни выходные - Клуб ...";"null";"7 окт 2013 ... Приятно, когда на даче имеется теплица, созданная своими руками. И дело не столько в экономии средств, сколько в том, что.";"Теплицы зимние своими руками: как построить зимнюю теплицу ...";"null";"Зимние теплицы давно уже стали предметом гордости опытных садоводов- любителей, поэтому постараемся разобраться в нюансах её постройки и ...";
"36AA244F-F131-C17F-5A17-6C4C49E33E42";"Как сохранить влагу в почве";"kak-sohranit-vlagu-v-pochve";"https://www.youtube.com/watch?v=_iwL1_jzreE&sa=U&ved=0ahUKEwjzl7CwpcbXAhUMLewKHQM5DIEQtwIIFjAA&usg=AOvVaw1MtEGyhekrXLSoWyh7KjJy";"Хватит поливать грядки! Как сохранить влагу в почве: газон... - 7я.ру";"null";"Как перестать поливать грядки: газоны и мульча. Полив на даче: как сохранить влагу в почве.";"Как сохранить влагу в почве в период засухи? - Все в огород";"null";"Все растения, особенно в период своего бурного роста, нуждаются во влаге. Влагу растительные организмы могут брать только лишь из почвенного ...";"10 способов сохранить влагу в саду и огороде";"null";"Улучшайте почву на участке путем внесения большого ... она будет содержать , тем лучше будет удерживать влагу.";"Как можно сохранить влагу в почве, приемы, методы ...";"null";"Влагу в почве важнее сохранить, чем потом добавлять. Постоянно притененная несколькими культурами почва теряет в несколько раз меньше воды.";
"558B8A24-BBF7-35F8-3859-BCDC9E90490F";"Как вырастить ранние помидоры";"kak-vyrastit-rannie-pomidory";"https://www.youtube.com/watch?v=fS9jgS36RkM&sa=U&ved=0ahUKEwiLob_HpcbXAhXQ5aQKHVV0Br8QtwIIFjAA&usg=AOvVaw39PphohHJTO_RPf8z2yGUK";"Как выращивать ранние помидоры - Частный дом Сад и огород";"null";"Стоит заметить, что выращивать ранние помидоры хлопотно, но вполне возможно, Можно выращивать ранние помидоры и в теплице, высаживая ...";"Как вырастить ранние томаты. Помидоры в бочках - YouTube";"null";"10 чер. 2013 - 21 хв - Автор відео Валерий Медведев Подробная информация на странице: http://svoitomaty.ru/kak-vyrastit-rannie- tomaty-pomidory-v-bochkax Сейчас для ...";"Выращивание ранних помидоров в открытом грунте - YouTube";"null";"6 лип. 2016 - 7 хв - Автор відео Вкусный Огород Выращивание ранних помидоров в открытом грунте. Вкусный ... 4 главных правила успешного выращивания томатов. Исключаем ...";"выращивание сверх ранних тепличных томатов - YouTube";"null";"5 квіт. 2014 - 2 хв - Автор відео Игорь Строев Как растёт рассада сверх ранних томатов в нашей теплице. Приглашаю всех кто захочет научиться выращивать такую ... 5 правил выращивание ...";
"6CE6C74E-7E30-CDA2-7344-FC4258FBA9A4";"Как лечить яблони";"kak-lechit-yabloni";"https://www.youtube.com/watch?v=SW4NRWuUQ6U&sa=U&ved=0ahUKEwiYh5fTpcbXAhXC-KQKHT1DCjcQtwIIFjAA&usg=AOvVaw3ltdNZO8DTzAZb_QIvkEqM";"Болезни ствола яблонь и их лечение: самые прогрессивные ...";"null";"Из статьи вы узнаете, как распознать болезни ствола яблонь и их лечение. Чем опасен налет на стволе, трещины, наросты? Как отразится методика ...";"Болезни яблонь или как лечить грибок, лишайники на яблоне и др.";"null";"Если вовремя не начать лечение пораженного дерева, оно довольно быстро погибнет, а болезнь распространится на остальные яблони. Поэтому ...";"Болезни яблонь, как лечить яблоню, обработка яблонь от ...";"null";"Подробно о болезни яблонь, о том как лечить яблоню, как лечить кору, ствол яблони. Как заделать дупло в яблоне. Обработка яблони.";"Фото признаков болезней яблонь и их лечение + видео";"null";"16 авг 2015 ... Лечение черного рака яблони необходимо осуществлять при помощи бордоской жидкости – ею обрабатываются пораженные места на ...";
"CD231482-C176-9CFE-1676-FE5B1E0E994B";"Почему опадают плоды";"pochemu-opadayut-plody";"https://www.youtube.com/watch?v=WVSwLAjcAa8&sa=U&ved=0ahUKEwiv-OHzpcbXAhXHGOwKHSuwCMUQtwIIFjAA&usg=AOvVaw0y5PYfod0kINm1eleO1LOG";"Причины массового осыпания плодов · Добрый совет · Городские ...";"null";"18 авг 2011 ... То в июне опадает завязь, то позже массово осыпаются с деревьев плоды. Происходят эти неприятности по разным причинам. Прежде ...";"Почему опадают сливы, яблони и груши? · Добрый совет ...";"null";"31 июл 2014 ... Казалось бы, всё хорошо: деревья на дачном участке обильно цвели, завязалось много плодов, которые активно росли. И вдруг ...";"20.Осыпание плодов (20.10.2009) - Питомник, саженцы фруктов ...";"null";"20 окт 2009 ... Подскажите, пожалуйста! У меня опадают зеленые плоды хурмы, дерево 7 лет развивается отлично! Вначале плодами усыпано все ...";"Осыпается слива опадает.";"null";"Осыпается цвет сливы опадает,плоды на сливе,почему,удобрять сливу ... со сливами (их у нас на даче три): плоды завязываются, а потом опадают.";
"4C2E3105-A481-ADD9-B744-8EBE78F33598";"Как использовать торфяные таблетки для выращивания семян";"kak-ispolzovat-torfyanye-tabletki-dlya-vyrashchivaniya-semyan";"IjqqStfTqfo";"Торфяные таблетки для рассады. Как пользоваться";"null";"";"Торфяные таблетки для рассады. Как пользоваться";"null";"Торфяные таблетки в ящике для рассады или в пропагаторе для семян. ... и быстрый способ посадки семян и выращивания рассады цветов и овощей.";"ТОРФЯНЫЕ ТАБЛЕТКИ.Как правильно использовать. - YouTube";"null";"19 січ. 2015 - 3 хв - Автор відео PionerTV ТОРФЯНЫЕ ТАБЛЕТКИ.Как правильно использовать.Это простой и быстрый способ посадки семян и выращивания рассады цветов и ...";"Торфяные таблетки. Выращивание рассады в торфяных ...";"null";"25 січ. 2015 - 5 хв - Автор відео Дачные секреты TV Использование торфяных таблеток для выращивания рассады различных овощных культур. Подключайтесь и зарабатывайте вместе ...";
"3A7D9EFA-5C76-E5BA-FC3F-2FF85830D60F";"Как вырастить трубчатые грибы дома";"kak-vyrastit-trubchatye-griby-doma";"https://www.youtube.com/watch?v=7nsG6wDIzK4&sa=U&ved=0ahUKEwijqJOfpsbXAhWLjKQKHZ5sCpYQtwIIFjAA&usg=AOvVaw1eKv6fU-dx_ZKnpjP9-3j9";"Как вырастить трубчатые грибы дома Сад и огород - KakProsto.ru";"null";"Хотите вырастить что-нибудь необычное в домашних условиях? Тогда попробуйте посадить трубчатые грибы в обычные ящички, которые используют ...";"Как вырастить трубчатые грибы :: как вырастить грибы в ...";"null";"Вырастить трубчатые грибы в подвале, в квартире, в доме, в оранжерее не получится. Поэтому вам нужно лишь сохранить посадочный материал до ...";"Как вырастить лесные грибы на участке - Econet";"null";"трубчатый гриб, без сомнения, самый желанный гость, как на кухне, так и на садовом участке. ... Приготовление суспензии спор в домашних условиях.";"Как выращивать трубчатые грибы в домашних условиях?";"null";"Трубчатые грибы дома – это идеальное оригинальное дополнения для вашего дома. Они сажаются в обычные ящики и произрастают в достаточно  ...";
"7DB03390-11E0-93B9-7A08-F53E80DEC7D1";"Почему листья закручиваются";"pochemu-listya-zakruchivayutsya";"https://www.youtube.com/watch?v=VXRz5ICiOLI&sa=U&ved=0ahUKEwiF0ubSpsbXAhXRy6QKHccaD00QtwIIFjAA&usg=AOvVaw1VqPd0H0yclNJU7XnwXVbG";"Почему листья скручиваются? — FloweryVale.ru";"null";"Иногда у растений листья скручиваются или съёживаются очень сильно, оставаясь при этом зелеными. Это может быть ответной реакций растения на ...";"Почему скручиваются листья томатов? - YouTube";"null";"24 квіт. 2016 - 6 хв - Автор відео А ты знал? Известно, что помидоры - культура довольно таки прихотливая и иногда приходится сталкиваться с теми или иными трудностями.";"Почему скручиваются листья помидоров. Что делать? - YouTube";"null";"30 трав. 2016 - 2 хв - Автор відео Лови ответ! ... причины скручивания листьев. Скручивание листьев из-за недостатка вла.. . ... Почему скручиваются листья помидоров. Что делать?";"Почему листья скручиваются « Сто тысяч почему";"null";"Скрученные листья, в большем или меньшем количестве, можно наблюдать как у культурных, так и у дикорастущих растений. Лист, лишенный соков ...";
